index	EXP_ID	GROUP_ID	INDIVIDUAL_ID	COMPOUND_NAME	SINGLE_REPEAT_TYPE	SACRIFICE_PERIOD	DOSE	DOSE_UNIT	DOSE_LEVEL	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
14788	490	15	1	acetazolamide	Repeat	15 day	600	mg/kg	High	1229.0	69.0	217.0	151.0	0.0	0.0	176.0	15.0	0.1	143.0	3.8	109.0	10.7	7.2	5.5	2.9	1.1	58.0	35.0	141.0	2.0
14793	490	16	1	acetazolamide	Repeat	29 day	600	mg/kg	High	1132.0	77.0	110.0	138.0	0.01	0.0	182.0	19.0	0.2	143.0	3.4	110.0	10.1	5.7	5.6	3.2	1.3	71.0	42.0	113.0	2.0
14798	491	1	1	disulfiram	Single	3 hr	0	mg/kg	Control	2074.0	62.0	72.0	132.0	0.0	0.0	208.0	13.0	0.1	141.0	3.8	106.0	10.5	7.7	5.6	3.2	1.3	61.0	38.0	183.0	1.0
14803	491	2	1	disulfiram	Single	6 hr	0	mg/kg	Control	1297.0	61.0	41.0	109.0	0.01	0.0	170.0	10.0	0.1	140.0	4.1	105.0	10.5	9.2	5.1	3.1	1.5	70.0	36.0	162.0	1.0
14808	491	3	1	disulfiram	Single	9 hr	0	mg/kg	Control	1442.0	96.0	135.0	160.0	0.01	0.0	213.0	14.0	0.2	140.0	4.1	103.0	10.6	10.2	5.5	3.1	1.3	62.0	35.0	165.0	1.0
14813	491	4	1	disulfiram	Single	24 hr	0	mg/kg	Control	1277.0	75.0	118.0	149.0	0.01	0.0	199.0	16.0	0.2	140.0	4.1	105.0	10.8	7.3	5.7	3.0	1.2	73.0	42.0	175.0	2.0
14818	491	5	1	disulfiram	Single	3 hr	60	mg/kg	Low	1500.0	75.0	48.0	126.0	0.02	0.01	179.0	11.0	0.1	140.0	4.3	105.0	10.4	8.8	5.4	3.2	1.5	67.0	38.0	175.0	1.0
14823	491	6	1	disulfiram	Single	6 hr	60	mg/kg	Low	1383.0	71.0	50.0	129.0	0.01	0.0	192.0	10.0	0.1	142.0	4.1	103.0	10.7	8.7	5.6	3.1	1.3	74.0	34.0	190.0	1.0
14828	491	7	1	disulfiram	Single	9 hr	60	mg/kg	Low	1804.0	80.0	102.0	151.0	0.01	0.0	192.0	11.0	0.1	141.0	4.1	105.0	10.6	9.1	5.6	3.1	1.2	57.0	27.0	149.0	1.0
14833	491	8	1	disulfiram	Single	24 hr	60	mg/kg	Low	1245.0	60.0	86.0	110.0	0.0	0.0	177.0	16.0	0.2	141.0	4.8	109.0	10.3	7.5	5.1	2.8	1.2	71.0	34.0	217.0	1.0
14838	491	9	1	disulfiram	Single	3 hr	200	mg/kg	Middle	1266.0	69.0	79.0	130.0	0.01	0.0	181.0	9.0	0.2	144.0	3.7	108.0	10.7	8.2	5.7	3.2	1.3	74.0	37.0	239.0	1.0
14843	491	10	1	disulfiram	Single	6 hr	200	mg/kg	Middle	1203.0	74.0	41.0	124.0	0.01	0.01	186.0	11.0	0.1	141.0	4.4	104.0	10.5	9.3	5.3	3.0	1.2	71.0	35.0	219.0	0.0
14848	491	11	1	disulfiram	Single	9 hr	200	mg/kg	Middle	1650.0	85.0	47.0	153.0	0.03	0.0	204.0	10.0	0.1	141.0	4.1	104.0	10.7	9.9	5.5	3.2	1.3	56.0	35.0	113.0	1.0
14853	491	12	1	disulfiram	Single	24 hr	200	mg/kg	Middle	1090.0	80.0	125.0	139.0	0.0	0.0	174.0	15.0	0.1	142.0	4.1	107.0	10.5	6.7	5.3	2.8	1.1	65.0	39.0	123.0	1.0
14858	491	13	1	disulfiram	Single	3 hr	600	mg/kg	High	1338.0	95.0	72.0	160.0	0.0	0.01	191.0	11.0	0.1	143.0	4.1	104.0	11.2	11.4	5.9	3.2	1.2	78.0	48.0	363.0	1.0
14863	491	14	1	disulfiram	Single	6 hr	600	mg/kg	High	1171.0	86.0	21.0	133.0	0.01	0.01	200.0	9.0	0.1	141.0	4.3	104.0	10.5	8.8	5.4	3.1	1.3	58.0	31.0	139.0	1.0
14868	491	15	1	disulfiram	Single	9 hr	600	mg/kg	High	1098.0	79.0	68.0	137.0	0.02	0.01	190.0	13.0	0.2	141.0	3.9	103.0	10.7	8.8	5.6	3.2	1.4	67.0	30.0	164.0	1.0
14873	491	16	1	disulfiram	Single	24 hr	600	mg/kg	High	1099.0	85.0	81.0	146.0	0.04	0.02	185.0	13.0	0.1	142.0	3.9	106.0	10.8	8.4	5.6	3.2	1.3	82.0	47.0	149.0	1.0
14878	492	1	1	disulfiram	Repeat	4 day	0	mg/kg	Control	1422.0	69.0	72.0	137.0	0.0	0.0	180.0	17.0	0.2	141.0	4.2	105.0	10.4	7.2	5.5	3.1	1.3	77.0	44.0	293.0	1.0
14883	492	2	1	disulfiram	Repeat	8 day	0	mg/kg	Control	1330.0	77.0	98.0	143.0	0.01	0.0	192.0	19.0	0.2	142.0	4.1	105.0	10.8	7.9	5.6	3.2	1.3	65.0	33.0	186.0	2.0
14888	492	3	1	disulfiram	Repeat	15 day	0	mg/kg	Control	1200.0	80.0	92.0	152.0	0.0	0.0	199.0	19.0	0.1	140.0	4.3	105.0	10.4	7.9	5.9	3.0	1.1	71.0	51.0	160.0	2.0
14893	492	4	1	disulfiram	Repeat	29 day	0	mg/kg	Control	1109.0	81.0	88.0	143.0	0.0	0.0	190.0	19.0	0.2	143.0	3.9	106.0	10.3	6.8	6.1	3.1	1.0	65.0	38.0	165.0	2.0
14898	492	5	1	disulfiram	Repeat	4 day	60	mg/kg	Low	1826.0	66.0	60.0	121.0	0.01	0.0	181.0	17.0	0.2	144.0	4.0	107.0	10.8	7.9	5.5	3.2	1.4	74.0	50.0	236.0	2.0
14903	492	6	1	disulfiram	Repeat	8 day	60	mg/kg	Low	967.0	74.0	60.0	142.0	0.01	0.0	167.0	15.0	0.2	145.0	4.3	108.0	10.2	6.7	5.3	2.9	1.2	66.0	35.0	272.0	2.0
14908	492	7	1	disulfiram	Repeat	15 day	60	mg/kg	Low	1037.0	88.0	73.0	155.0	0.0	0.0	181.0	17.0	0.2	142.0	4.1	105.0	10.6	6.7	6.1	3.1	1.0	65.0	43.0	138.0	2.0
14913	492	8	1	disulfiram	Repeat	29 day	60	mg/kg	Low	675.0	77.0	58.0	141.0	0.02	0.0	163.0	15.0	0.2	144.0	4.1	111.0	10.0	5.4	5.6	3.0	1.2	62.0	35.0	108.0	1.0
14918	492	9	1	disulfiram	Repeat	4 day	200	mg/kg	Middle	817.0	128.0	51.0	195.0	0.02	0.0	174.0	20.0	0.2	142.0	4.4	105.0	10.6	7.4	5.4	3.0	1.3	57.0	30.0	128.0	1.0
14923	492	10	1	disulfiram	Repeat	8 day	200	mg/kg	Middle	987.0	94.0	48.0	159.0	0.01	0.0	172.0	15.0	0.2	143.0	4.5	108.0	10.5	6.8	6.1	3.2	1.1	70.0	53.0	221.0	1.0
14928	492	11	1	disulfiram	Repeat	15 day	200	mg/kg	Middle	844.0	106.0	63.0	197.0	0.01	0.0	168.0	21.0	0.2	140.0	4.4	106.0	10.5	6.4	5.9	3.2	1.2	74.0	49.0	133.0	3.0
14933	492	12	1	disulfiram	Repeat	29 day	200	mg/kg	Middle	622.0	141.0	42.0	224.0	0.05	0.0	164.0	19.0	0.2	142.0	4.0	106.0	11.1	7.5	6.8	3.5	1.1	57.0	29.0	152.0	4.0
14938	492	13	1	disulfiram	Repeat	4 day	600	mg/kg	High	709.0	132.0	23.0	183.0	0.02	0.0	152.0	10.0	0.1	144.0	3.7	106.0	11.2	7.7	5.8	2.8	1.0	158.0	56.0	305.0	2.0
14943	492	14	1	disulfiram	Repeat	8 day	600	mg/kg	High	402.0	234.0	32.0	302.0	0.05	0.07	79.0	22.0	0.2	152.0	4.5	116.0	9.8	6.0	5.6	2.9	1.1	329.0	53.0	636.0	3.0
14947	492	15	1	disulfiram	Repeat	15 day	600	mg/kg	High	932.0	121.0	41.0	192.0	0.01	0.0	157.0	20.0	0.2	143.0	4.3	107.0	10.5	6.4	6.6	3.3	1.0	70.0	32.0	122.0	3.0
14952	492	16	1	disulfiram	Repeat	29 day	600	mg/kg	High	726.0	115.0	14.0	163.0	0.03	0.02	157.0	18.0	0.2	144.0	3.4	109.0	9.7	6.2	6.2	3.1	1.0	70.0	30.0	107.0	1.0
14957	493	1	1	promethazine	Single	3 hr	0	mg/kg	Control	1759.0	65.0	45.0	117.0	0.02	0.0	200.0	14.0	0.1	143.0	4.4	108.0	10.6	7.6	5.4	2.9	1.2	79.0	47.0	282.0	2.0
14962	493	2	1	promethazine	Single	6 hr	0	mg/kg	Control	1559.0	82.0	28.0	131.0	0.02	0.0	183.0	10.0	0.1	140.0	4.0	103.0	10.5	10.1	5.2	2.9	1.3	87.0	43.0	169.0	2.0
14967	493	3	1	promethazine	Single	9 hr	0	mg/kg	Control	1603.0	79.0	44.0	133.0	0.02	0.01	185.0	13.0	0.2	141.0	4.3	105.0	10.7	9.8	5.4	3.1	1.3	68.0	38.0	206.0	1.0
14972	493	4	1	promethazine	Single	24 hr	0	mg/kg	Control	1647.0	72.0	117.0	149.0	0.0	0.0	190.0	15.0	0.2	144.0	4.4	107.0	11.2	7.0	5.5	3.1	1.3	82.0	47.0	165.0	1.0
14977	493	5	1	promethazine	Single	3 hr	20	mg/kg	Low	1272.0	102.0	84.0	163.0	0.01	0.01	193.0	14.0	0.2	141.0	4.0	103.0	10.7	9.0	5.3	2.7	1.1	69.0	48.0	213.0	2.0
14982	493	6	1	promethazine	Single	6 hr	20	mg/kg	Low	1064.0	85.0	90.0	146.0	0.04	0.02	180.0	8.0	0.2	143.0	4.2	105.0	10.9	9.5	5.6	3.2	1.3	71.0	37.0	140.0	1.0
14987	493	7	1	promethazine	Single	9 hr	20	mg/kg	Low	1327.0	72.0	80.0	122.0	0.0	0.0	180.0	11.0	0.2	140.0	4.7	105.0	10.9	9.7	5.7	2.8	1.0	71.0	56.0	144.0	2.0
14992	493	8	1	promethazine	Single	24 hr	20	mg/kg	Low	1946.0	93.0	121.0	162.0	0.0	0.0	168.0	18.0	0.2	142.0	4.1	106.0	10.9	5.8	5.5	3.2	1.4	77.0	42.0	210.0	2.0
14997	493	9	1	promethazine	Single	3 hr	60	mg/kg	Middle	1854.0	73.0	82.0	141.0	0.01	0.02	194.0	12.0	0.1	144.0	4.4	104.0	10.5	10.9	5.6	3.1	1.2	112.0	66.0	279.0	1.0
15002	493	10	1	promethazine	Single	6 hr	60	mg/kg	Middle	1828.0	80.0	62.0	148.0	0.03	0.0	184.0	11.0	0.2	142.0	4.4	105.0	11.1	9.9	5.6	3.3	1.4	82.0	47.0	200.0	2.0
15007	493	11	1	promethazine	Single	9 hr	60	mg/kg	Middle	1363.0	84.0	52.0	140.0	0.04	0.04	184.0	11.0	0.2	140.0	4.5	106.0	10.8	9.2	5.4	3.0	1.3	72.0	44.0	190.0	1.0
15012	493	12	1	promethazine	Single	24 hr	60	mg/kg	Middle	1739.0	79.0	126.0	152.0	0.02	0.0	178.0	15.0	0.2	142.0	4.2	106.0	10.9	7.4	5.6	3.2	1.3	64.0	37.0	183.0	1.0
15017	493	13	1	promethazine	Single	3 hr	200	mg/kg	High	1980.0	69.0	70.0	127.0	0.02	0.04	172.0	12.0	0.1	142.0	4.3	108.0	10.7	10.9	5.7	3.3	1.4	95.0	56.0	207.0	1.0
15022	493	14	1	promethazine	Single	6 hr	200	mg/kg	High	932.0	80.0	46.0	139.0	0.02	0.01	176.0	11.0	0.2	141.0	4.7	107.0	11.1	10.0	5.8	3.2	1.2	71.0	41.0	159.0	1.0
15027	493	15	1	promethazine	Single	9 hr	200	mg/kg	High	2161.0	87.0	40.0	143.0	0.02	0.04	180.0	10.0	0.1	142.0	4.0	107.0	10.6	9.7	5.3	2.9	1.2	76.0	43.0	142.0	1.0
15032	493	16	1	promethazine	Single	24 hr	200	mg/kg	High	1305.0	69.0	26.0	118.0	0.01	0.01	196.0	12.0	0.1	143.0	3.5	108.0	10.8	7.4	5.4	2.9	1.2	62.0	42.0	171.0	1.0
15037	494	1	1	promethazine	Repeat	4 day	0	mg/kg	Control	1756.0	77.0	116.0	153.0	0.01	0.0	204.0	15.0	0.2	142.0	4.3	107.0	10.4	7.9	5.5	3.2	1.4	73.0	40.0	146.0	1.0
15041	494	2	1	promethazine	Repeat	8 day	0	mg/kg	Control	1617.0	72.0	60.0	146.0	0.02	0.0	203.0	19.0	0.2	141.0	4.5	104.0	11.2	8.8	5.6	3.1	1.2	77.0	53.0	265.0	2.0
15046	494	3	1	promethazine	Repeat	15 day	0	mg/kg	Control	1205.0	65.0	150.0	152.0	0.0	0.0	195.0	18.0	0.2	141.0	4.5	104.0	10.8	7.9	6.1	3.2	1.1	70.0	39.0	178.0	3.0
15051	494	4	1	promethazine	Repeat	29 day	0	mg/kg	Control	928.0	57.0	206.0	142.0	0.0	0.0	219.0	20.0	0.2	142.0	4.0	104.0	10.6	6.6	6.2	3.0	1.0	64.0	36.0	203.0	3.0
15056	494	5	1	promethazine	Repeat	4 day	20	mg/kg	Low	1548.0	68.0	140.0	151.0	0.0	0.0	183.0	16.0	0.2	142.0	4.5	107.0	10.6	6.9	5.9	3.2	1.2	72.0	47.0	139.0	2.0
15061	494	6	1	promethazine	Repeat	8 day	20	mg/kg	Low	1609.0	62.0	108.0	133.0	0.01	0.0	170.0	20.0	0.2	142.0	4.4	106.0	10.8	5.9	5.5	3.1	1.4	105.0	62.0	255.0	1.0
15066	494	7	1	promethazine	Repeat	15 day	20	mg/kg	Low	1339.0	59.0	112.0	129.0	0.02	0.0	178.0	16.0	0.2	143.0	4.0	104.0	10.7	6.5	5.8	3.3	1.3	67.0	38.0	103.0	3.0
15071	494	8	1	promethazine	Repeat	29 day	20	mg/kg	Low	1069.0	69.0	137.0	144.0	0.0	0.0	186.0	19.0	0.2	142.0	3.9	105.0	10.4	7.1	6.2	2.9	0.9	64.0	40.0	129.0	2.0
15076	494	9	1	promethazine	Repeat	4 day	60	mg/kg	Middle	1314.0	68.0	163.0	142.0	0.0	0.0	181.0	16.0	0.1	143.0	4.5	107.0	10.6	7.9	5.4	3.0	1.3	71.0	43.0	173.0	2.0
15081	494	10	1	promethazine	Repeat	8 day	60	mg/kg	Middle	994.0	59.0	115.0	139.0	0.01	0.0	178.0	21.0	0.2	141.0	4.3	107.0	10.4	6.6	5.4	2.9	1.2	70.0	40.0	198.0	2.0
15086	494	11	1	promethazine	Repeat	15 day	60	mg/kg	Middle	1579.0	74.0	105.0	142.0	0.01	0.0	184.0	18.0	0.1	141.0	4.3	105.0	11.0	7.5	5.9	3.3	1.3	71.0	53.0	141.0	3.0
15091	494	12	1	promethazine	Repeat	29 day	60	mg/kg	Middle	973.0	68.0	114.0	145.0	0.03	0.0	185.0	17.0	0.2	143.0	3.7	103.0	11.2	7.2	6.6	3.5	1.1	62.0	48.0	164.0	3.0
15096	494	13	1	promethazine	Repeat	4 day	200	mg/kg	High	1527.0	73.0	121.0	137.0	0.01	0.06	149.0	14.0	0.2	143.0	4.5	108.0	10.2	8.0	5.5	3.1	1.3	80.0	45.0	192.0	1.0
15101	494	14	1	promethazine	Repeat	8 day	200	mg/kg	High	1426.0	93.0	149.0	175.0	0.0	0.0	174.0	20.0	0.2	142.0	4.5	106.0	11.0	8.4	5.6	2.9	1.1	69.0	47.0	149.0	3.0
15106	494	15	1	promethazine	Repeat	15 day	200	mg/kg	High	1148.0	92.0	132.0	182.0	0.03	0.04	180.0	16.0	0.2	144.0	3.8	104.0	10.7	8.8	6.1	3.1	1.0	88.0	55.0	687.0	2.0
15111	494	16	1	promethazine	Repeat	29 day	200	mg/kg	High	1291.0	105.0	135.0	187.0	0.03	0.03	167.0	17.0	0.2	142.0	4.0	106.0	10.7	7.1	6.1	3.1	1.0	63.0	54.0	150.0	4.0
15116	501	1	1	colchicine	Single	3 hr	0	mg/kg	Control	643.0	81.0	65.0	142.0	0.32	0.08	208.0	13.0	0.5	140.0	4.7	103.0	11.6	9.1	5.4	3.6	2.0	66.0	37.0	85.0	1.0
15121	501	2	1	colchicine	Single	6 hr	0	mg/kg	Control	719.0	81.0	39.0	142.0	0.33	0.07	193.0	14.0	0.4	140.0	4.7	103.0	10.9	9.1	5.6	3.8	2.1	62.0	31.0	89.0	2.0
15126	501	3	1	colchicine	Single	9 hr	0	mg/kg	Control	1217.0	70.0	67.0	130.0	0.38	0.0	211.0	14.0	0.5	138.0	4.8	106.0	10.2	9.6	5.6	3.8	2.1	62.0	29.0	90.0	1.0
15131	501	4	1	colchicine	Single	24 hr	0	mg/kg	Control	694.0	77.0	121.0	150.0	0.29	0.0	217.0	13.0	0.4	137.0	5.0	102.0	10.5	7.1	5.8	3.9	2.1	63.0	39.0	107.0	1.0
15136	501	5	1	colchicine	Single	3 hr	1	mg/kg	Low	995.0	83.0	66.0	151.0	0.3	0.0	201.0	15.0	0.5	139.0	5.0	103.0	11.1	8.2	5.5	3.8	2.2	83.0	41.0	131.0	2.0
15141	501	6	1	colchicine	Single	6 hr	1	mg/kg	Low	948.0	69.0	81.0	145.0	0.34	0.05	179.0	11.0	0.5	140.0	5.1	104.0	11.1	8.9	5.6	3.9	2.3	77.0	42.0	94.0	1.0
15146	501	7	1	colchicine	Single	9 hr	1	mg/kg	Low	900.0	75.0	70.0	130.0	0.43	0.07	194.0	11.0	0.5	138.0	5.0	107.0	10.3	8.6	5.4	3.8	2.4	104.0	47.0	108.0	2.0
15151	501	8	1	colchicine	Single	24 hr	1	mg/kg	Low	859.0	74.0	113.0	147.0	0.4	0.06	211.0	17.0	0.6	139.0	4.2	103.0	10.6	6.9	5.6	3.8	2.1	69.0	38.0	87.0	1.0
15156	501	9	1	colchicine	Single	3 hr	5	mg/kg	Middle	965.0	67.0	27.0	106.0	0.36	0.03	191.0	14.0	0.4	139.0	4.9	105.0	10.9	8.2	5.5	3.7	2.1	141.0	47.0	278.0	2.0
15161	501	10	1	colchicine	Single	6 hr	5	mg/kg	Middle	956.0	73.0	42.0	132.0	0.42	0.04	189.0	12.0	0.5	140.0	4.9	104.0	10.3	9.2	5.5	3.8	2.2	208.0	115.0	282.0	1.0
15166	501	11	1	colchicine	Single	9 hr	5	mg/kg	Middle	1286.0	77.0	31.0	134.0	0.42	0.1	181.0	14.0	0.5	137.0	5.2	104.0	10.2	7.8	5.3	3.7	2.3	200.0	103.0	240.0	2.0
15171	501	12	1	colchicine	Single	24 hr	5	mg/kg	Middle	969.0	49.0	44.0	96.0	0.45	0.07	200.0	14.0	0.6	137.0	5.2	104.0	10.3	5.0	5.6	3.7	2.0	110.0	58.0	115.0	2.0
15176	501	13	1	colchicine	Single	3 hr	15	mg/kg	High	778.0	81.0	22.0	116.0	0.39	0.01	192.0	17.0	0.6	139.0	4.2	104.0	11.2	9.3	5.6	3.8	2.1	138.0	63.0	304.0	2.0
15181	501	14	1	colchicine	Single	6 hr	15	mg/kg	High	1017.0	76.0	11.0	110.0	0.43	0.08	175.0	13.0	0.5	140.0	5.2	106.0	10.4	9.2	5.6	3.7	2.0	499.0	245.0	983.0	1.0
15186	501	15	1	colchicine	Single	9 hr	15	mg/kg	High	1790.0	77.0	8.0	111.0	0.48	0.16	170.0	15.0	0.5	136.0	4.7	102.0	10.2	8.5	5.9	4.0	2.1	658.0	373.0	877.0	2.0
15191	501	16	1	colchicine	Single	24 hr	15	mg/kg	High	1527.0	51.0	13.0	98.0	0.53	0.16	172.0	8.0	0.6	135.0	5.0	104.0	10.1	7.9	5.0	3.3	1.9	325.0	131.0	168.0	1.0
15196	502	1	1	colchicine	Repeat	4 day	0	mg/kg	Control	1093.0	66.0	141.0	147.0	0.37	0.0	284.0	20.0	0.5	139.0	4.8	103.0	11.1	8.4	5.9	3.9	2.0	61.0	34.0	101.0	1.0
15201	502	2	1	colchicine	Repeat	8 day	0	mg/kg	Control	870.0	63.0	122.0	136.0	0.31	0.0	205.0	19.0	0.4	140.0	4.7	103.0	10.5	6.9	5.9	3.5	1.5	57.0	32.0	91.0	0.0
15206	502	3	1	colchicine	Repeat	15 day	0	mg/kg	Control	836.0	77.0	136.0	159.0	0.24	0.0	261.0	22.0	0.5	138.0	5.0	103.0	9.9	7.1	6.3	3.9	1.6	60.0	35.0	90.0	1.0
15211	502	4	1	colchicine	Repeat	29 day	0	mg/kg	Control	569.0	75.0	216.0	168.0	0.29	0.0	226.0	23.0	0.5	142.0	4.9	106.0	10.4	6.5	6.5	4.0	1.6	57.0	34.0	93.0	1.0
15216	502	5	1	colchicine	Repeat	4 day	0	mg/kg	Low	845.0	90.0	111.0	175.0	0.32	0.0	204.0	19.0	0.3	140.0	4.2	103.0	11.2	7.5	5.7	3.7	1.9	65.0	31.0	137.0	1.0
15221	502	6	1	colchicine	Repeat	8 day	0	mg/kg	Low	854.0	81.0	187.0	167.0	0.32	0.0	192.0	22.0	0.6	139.0	4.9	105.0	10.8	5.9	6.1	3.9	1.8	64.0	31.0	90.0	1.0
15226	502	7	1	colchicine	Repeat	15 day	0	mg/kg	Low	658.0	97.0	261.0	198.0	0.35	0.0	206.0	19.0	0.4	139.0	4.2	105.0	10.3	6.0	6.5	4.1	1.7	59.0	24.0	99.0	2.0
15231	502	8	1	colchicine	Repeat	29 day	0	mg/kg	Low	565.0	83.0	236.0	185.0	0.3	0.0	196.0	22.0	0.6	143.0	4.4	104.0	10.2	6.6	6.1	4.2	2.2	58.0	34.0	64.0	0.0
15236	502	9	1	colchicine	Repeat	4 day	1	mg/kg	Middle	909.0	87.0	91.0	169.0	0.39	0.02	226.0	21.0	0.5	140.0	4.2	102.0	11.7	5.9	5.9	3.8	1.8	61.0	36.0	99.0	2.0
15241	502	10	1	colchicine	Repeat	8 day	1	mg/kg	Middle	813.0	92.0	125.0	177.0	0.22	0.0	195.0	19.0	0.6	142.0	4.2	104.0	11.7	7.2	6.4	4.0	1.7	58.0	30.0	89.0	0.0
15246	502	11	1	colchicine	Repeat	15 day	1	mg/kg	Middle	968.0	68.0	138.0	146.0	0.33	0.0	218.0	19.0	0.5	139.0	5.1	104.0	10.3	6.1	6.4	4.1	1.8	70.0	46.0	98.0	0.0
15251	502	12	1	colchicine	Repeat	29 day	1	mg/kg	Middle	615.0	64.0	132.0	137.0	0.26	0.01	177.0	18.0	0.5	143.0	4.2	104.0	10.2	6.6	6.4	4.1	1.8	64.0	41.0	104.0	0.0
15256	502	13	1	colchicine	Repeat	4 day	5	mg/kg	High	1022.0	144.0	62.0	222.0	0.43	0.06	186.0	15.0	0.4	138.0	4.8	102.0	12.2	5.7	5.8	3.9	2.1	162.0	96.0	104.0	3.0
15261	502	14	1	colchicine	Repeat	8 day	5	mg/kg	High	695.0	97.0	37.0	150.0	0.32	0.04	189.0	20.0	0.5	139.0	4.4	103.0	11.5	5.4	6.0	3.8	1.7	65.0	42.0	72.0	1.0
15266	502	15	1	colchicine	Repeat	15 day	5	mg/kg	High	892.0	79.0	87.0	142.0	0.37	0.0	194.0	19.0	0.4	139.0	4.9	103.0	10.8	5.4	6.0	4.1	2.2	56.0	39.0	62.0	1.0
15270	502	16	1	colchicine	Repeat	29 day	5	mg/kg	High	903.0	81.0	92.0	159.0	0.24	0.0	204.0	17.0	0.5	142.0	4.6	104.0	10.7	6.0	6.6	4.3	1.9	60.0	50.0	95.0	1.0
15275	506	1	1	tolbutamide	Single	3 hr	0	mg/kg	Control	1542.0	79.0	99.0	150.0	0.08	0.01	179.0	11.0	0.2	141.0	3.9	107.0	10.9	8.8	5.2	2.4	0.9	70.0	48.0	64.0	1.0
15280	506	2	1	tolbutamide	Single	6 hr	0	mg/kg	Control	1224.0	82.0	39.0	131.0	0.08	0.01	177.0	9.0	0.2	138.0	4.1	104.0	10.5	9.1	5.0	2.4	0.9	61.0	30.0	44.0	1.0
15285	506	3	1	tolbutamide	Single	9 hr	0	mg/kg	Control	1046.0	104.0	45.0	160.0	0.08	0.0	180.0	8.0	0.2	140.0	4.5	106.0	10.9	9.5	5.3	2.5	0.9	76.0	37.0	77.0	1.0
15290	506	4	1	tolbutamide	Single	24 hr	0	mg/kg	Control	1324.0	91.0	142.0	174.0	0.07	0.01	186.0	17.0	0.2	140.0	4.1	102.0	11.2	7.7	5.5	2.5	0.8	61.0	38.0	63.0	1.0
15295	506	5	1	tolbutamide	Single	3 hr	100	mg/kg	Low	1559.0	87.0	46.0	139.0	0.06	0.0	172.0	11.0	0.2	141.0	3.9	107.0	10.8	7.4	5.3	2.5	0.9	119.0	60.0	85.0	1.0
15300	506	6	1	tolbutamide	Single	6 hr	100	mg/kg	Low	1381.0	64.0	75.0	121.0	0.06	0.01	154.0	11.0	0.2	142.0	3.7	105.0	11.1	9.5	5.1	2.4	0.9	78.0	34.0	48.0	1.0
15305	506	7	1	tolbutamide	Single	9 hr	100	mg/kg	Low	1647.0	66.0	41.0	123.0	0.07	0.01	165.0	9.0	0.2	142.0	3.9	106.0	10.8	10.4	5.3	2.5	0.9	97.0	41.0	58.0	1.0
15310	506	8	1	tolbutamide	Single	24 hr	100	mg/kg	Low	1838.0	76.0	97.0	137.0	0.07	0.01	181.0	16.0	0.2	141.0	4.3	104.0	11.1	7.8	5.2	2.5	0.9	69.0	41.0	67.0	1.0
15315	506	9	1	tolbutamide	Single	3 hr	300	mg/kg	Middle	1337.0	70.0	41.0	118.0	0.05	0.01	171.0	11.0	0.2	141.0	4.0	106.0	10.7	8.5	5.3	2.5	0.9	72.0	39.0	56.0	1.0
15320	506	10	1	tolbutamide	Single	6 hr	300	mg/kg	Middle	1431.0	61.0	51.0	118.0	0.06	0.01	146.0	11.0	0.2	142.0	3.8	106.0	10.7	8.6	5.2	2.5	0.9	77.0	34.0	55.0	1.0
15325	506	11	1	tolbutamide	Single	9 hr	300	mg/kg	Middle	1504.0	63.0	73.0	125.0	0.07	0.0	166.0	11.0	0.2	141.0	3.9	106.0	10.7	10.0	5.3	2.5	0.9	62.0	36.0	50.0	1.0
15330	506	12	1	tolbutamide	Single	24 hr	300	mg/kg	Middle	1621.0	89.0	114.0	161.0	0.06	0.01	178.0	15.0	0.2	139.0	4.2	103.0	11.0	8.0	5.4	2.5	0.9	68.0	47.0	111.0	1.0
15335	506	13	1	tolbutamide	Single	3 hr	1000	mg/kg	High	1182.0	70.0	39.0	125.0	0.05	0.0	156.0	10.0	0.2	141.0	4.0	106.0	10.8	9.0	5.6	2.7	0.9	84.0	56.0	64.0	1.0
15340	506	14	1	tolbutamide	Single	6 hr	1000	mg/kg	High	1090.0	79.0	53.0	148.0	0.05	0.01	153.0	12.0	0.2	140.0	4.0	106.0	10.9	10.3	5.5	2.6	0.9	66.0	39.0	59.0	1.0
15345	506	15	1	tolbutamide	Single	9 hr	1000	mg/kg	High	1282.0	61.0	34.0	121.0	0.06	0.0	122.0	11.0	0.2	141.0	3.9	107.0	10.5	9.8	5.7	2.7	0.9	75.0	39.0	55.0	1.0
15350	506	16	1	tolbutamide	Single	24 hr	1000	mg/kg	High	1648.0	82.0	91.0	142.0	0.06	0.01	223.0	17.0	0.2	140.0	4.1	106.0	10.9	8.0	5.3	2.5	0.9	80.0	44.0	105.0	1.0
15355	507	1	1	tolbutamide	Repeat	4 day	0	mg/kg	Control	1600.0	65.0	68.0	122.0	0.06	0.02	191.0	15.0	0.2	143.0	3.8	106.0	11.2	8.3	5.7	2.6	0.8	74.0	46.0	83.0	1.0
